admPos xSecPos clinDetInc
0.849703959923936 0.00241559207043611 0.408373595411191
0.0330585280312225 0.485998294671066 0.279417308955919
0.157834588512778 0.643625074634096 0.997414479167899
0.348048091246746 0.642366087700939 0.29795591841219
0.450931221604813 0.535430826690048 0.90100370359933
0.727361206536181 0.457825362525182 0.643387385660084
0.998339983965037 0.978175109613454 0.346382068849402
0.524344834699994 0.508399836404249 0.340359976480482
0.595063288285164 0.01778383189952 0.486256475501228
0.678142626379617 0.728522193907993 0.244254500424489
0.841280248220777 0.777426574714715 0.845826033965219
0.173067820852622 0.65821981063229 0.0450179817837197
0.0398163049116265 0.87727261345461 0.518643970959354
0.698300357403932 0.775222806765698 0.695405657767318
0.791427103273571 0.376761319668731 0.855049730538158
0.115173692845274 0.857450456499122 0.569557915482437
0.9373355359165 0.124954538662918 0.478880865567597
0.423239678395912 0.541376234066207 0.742293397560483
0.0516769095521886 0.60657750668982 0.132992336389143
0.322756608951604 0.367716287149815 0.828912522990257
0.559928437434835 0.386735914464807 0.200743286142824
0.751575256716227 0.509909020080231 0.106966216658941
0.0480632355313282 0.667648634838173 0.392426254938124
0.371510826624231 0.141861207687063 0.23945997283631
0.112620706080226 0.255464535744861 0.52967650137865
0.186320131684188 0.679942158417543 0.455977524448652
0.0616492230931763 0.198897885730257 0.303751948738471
0.19723074736516 0.233867077244679 0.980654611857375
0.821565513002919 0.682837972980924 0.52866492815339
0.893341357862111 0.245934464839753 0.345076749789063
0.205383037405554 0.957448898705654 0.995550182772102
0.506483119404642 0.349190962054301 0.193248355814489
0.397566476567416 0.580318462910363 0.157315985660534
0.54864136610576 0.32479827655782 0.788530008827103
0.861147530498914 0.847568388677435 0.395948971260106
0.620762816442642 0.732793578238692 0.474965926278383
0.755921751755523 0.328002265785122 0.692791880960343
0.99650723447022 0.854792222451884 0.449766420884756
0.638552061451133 0.996720378184458 0.389981309616938
0.970513410412008 0.458507860894548 0.383542433242081
0.36546204971429 0.570620045865653 0.72430173840397
0.745979526496958 0.496845662003616 0.490430794078391
0.224002924421802 0.533953542423435 0.628462024887325
0.624385980128776 0.323925805755192 0.342838218682911
0.3533616755947 0.688343908742536 0.151418907908257
0.0623246040733065 0.360427238064585 0.287536052831681
0.182205640181666 0.863227241136832 0.566669454008807
